Candidate,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,General Status,Partisan Lean,Primary %,Won Primary,Race,Veteran?,LGBTQ?,Elected Official?,Self-Funder?,STEM?,Obama Alum?,Party Support?,Emily Endorsed?,Guns Sense Candidate?,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?,CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS,LAST_NAME,FIRST_NAME,SP_TITLE
Harley Rouda,CA,U.S. House California District 48,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-4.1799998,37.599998,Yes,White,No,No,No,Yes,No,No,Yes,No,Yes,,,,,No,,Yes,,,,H8CA48035,"ROUDA, HARLEY E JR",C,1.0,DEM,8749389.97,485507.36,8473725.72,0.0,0.0,275664.25,55500.0,1625000.0,0.0,719824.17,20.0,94646.15,5942200.51,CA,48.0,,,,,,558821.0,0.0,12/31/2018,75464.86,14696.03,rouda, harley e jr,
Laura Oatman,CA,U.S. House California District 48,Representative,Regular,6/5/18,Lost,None,None,-4.1799998,3.01,No,White,No,No,No,No,Yes,No,No,No,No,,,,,Yes,,No,,,,H8CA48043,"OATMAN, LAURA",C,1.0,DEM,244289.89,0.0,228836.79,0.0,0.0,3132.15,13197.23,0.0,0.0,0.0,0.0,0.0,222920.66,CA,48.0,,,,,,0.0,0.0,12/31/2018,24767.7,0.0,oatman, laura,
Michael Kotick,CA,U.S. House California District 48,Representative,Regular,6/5/18,Lost,None,None,-4.1799998,3.26,No,White,No,No,No,No,No,No,No,No,No,,,,,No,,No,,,,H8CA48100,"KOTICK, MICHAEL",C,1.0,DEM,531818.3,0.0,528815.97,0.0,0.0,3200.0,134531.68,188525.0,0.0,0.0,0.0,202525.0,205022.65,CA,48.0,,,,,,0.0,0.0,12/31/2018,43565.12,0.0,kotick, michael,
Omar Siddiqui,CA,U.S. House California District 48,Representative,Regular,6/5/18,Lost,None,None,-4.1799998,10.81,No,Nonwhite,No,No,No,Yes,Yes,No,No,No,Yes,,,,,No,,No,,,,H8CA48084,"SIDDIQUI, OMAR A.",C,1.0,DEM,1178676.74,0.0,1178676.74,0.0,0.0,0.0,241849.27,750000.0,0.0,750000.0,0.0,0.0,186827.47,CA,48.0,,,,,,0.0,0.0,12/31/2018,14002.42,0.0,siddiqui, omar a.,
Rachel Payne,CA,U.S. House California District 48,Representative,Regular,6/5/18,Lost,None,None,-4.1799998,4.4899998,No,White,No,No,No,No,Yes,No,No,Yes,No,,,,,No,,No,,,,H8CA48159,"PAYNE, RACHEL",C,1.0,DEM,388067.99,0.0,388067.99,0.0,0.0,0.0,94688.53,0.0,0.0,0.0,0.0,0.0,285640.51,CA,48.0,,,,,,5000.0,0.0,12/31/2018,42475.0,0.0,payne, rachel,
Tony Zarkades,CA,U.S. House California District 48,Representative,Regular,6/5/18,Lost,None,None,-4.1799998,1.6,No,White,Yes,No,No,No,Yes,No,No,No,No,,,,,No,,No,,,,H8CA48050,"ZARKADES, TONY",C,1.0,DEM,2200.0,135.0,2983.0,0.0,860.0,78.0,0.0,1700.0,0.0,0.0,0.0,1700.0,500.0,CA,48.0,,,,,,0.0,0.0,06/30/2018,0.0,0.0,zarkades, tony,
Douglas Applegate,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,1.42,25.76,No,White,Yes,No,No,No,No,No,No,No,,,,,,Yes,No,,,Yes,,H6CA49102,"APPLEGATE, DOUGLAS LOREN",O,1.0,DEM,1006600.45,0.0,1069305.57,0.0,63142.53,437.41,0.0,0.0,0.0,0.0,0.0,5500.0,952333.92,CA,49.0,,,,,,37503.0,0.0,12/31/2018,57096.73,5000.0,applegate, douglas loren,
Mike Levin,CA,U.S. House California District 49,Representative,Regular,6/5/18,Advanced,None,On the Ballot,1.42,34.400002,Yes,White,No,No,No,No,No,No,Yes,No,,,,,,No,Yes,,,No,,H8CA49058,"LEVIN, MIKE",O,1.0,DEM,6055213.14,732115.69,5497153.67,0.0,0.0,558059.47,11525.82,0.0,0.0,0.0,0.0,16101.21,4769047.65,CA,49.0,,,,,,509592.08,6129.23,12/31/2018,65291.47,4924.22,levin, mike,
Paul Kerr,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,1.42,8.75,No,White,Yes,No,No,Yes,No,No,No,No,,,,,,No,No,,,No,,H8CA49066,"KERR, PAUL",O,1.0,DEM,8182261.8,0.0,8182261.8,0.0,0.0,0.0,5715217.54,2000000.0,0.0,2000000.0,0.0,0.0,350943.74,CA,49.0,,,,,,11000.0,0.0,12/31/2018,347045.19,6000.0,kerr, paul,
Sara Jacobs,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,1.42,31.09,No,White,No,No,No,Yes,No,Yes,No,Yes,,,,,,No,No,,,No,,H8CA49074,"JACOBS, SARA",O,1.0,DEM,2905005.64,19000.0,2895016.81,0.0,0.0,9988.83,2155798.19,0.0,0.0,0.0,0.0,0.0,714960.25,CA,49.0,,,,,,13500.0,0.0,12/31/2018,177228.04,1000.0,jacobs, sara,
Ammar Campa-Najjar,CA,U.S. House California District 50,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-19.48,48.360001000000004,Yes,Nonwhite,No,No,No,No,No,Yes,,,,,,,,Yes,Yes,Yes,,,,H8CA50098,"CAMPA-NAJJAR, AMMAR",C,1.0,DEM,4079157.61,71129.59,4076167.49,0.0,0.0,2990.12,0.0,0.0,0.0,0.0,0.0,0.0,3799707.95,CA,50.0,,,,,,190162.52,15785.55,12/31/2018,72443.83,2750.0,campa-najjar, ammar,
Josh Butner,CA,U.S. House California District 50,Representative,Regular,6/5/18,Lost,None,None,-19.48,35.509997999999996,No,White,Yes,No,No,No,No,No,,,,,,,,No,No,No,,Yes,,H8CA50106,"BUTNER, JOSH",C,1.0,DEM,758932.09,105921.96,758932.09,0.0,0.0,0.0,10820.82,5000.0,0.0,5000.0,0.0,0.0,576456.22,CA,50.0,,,,,,60700.0,0.0,07/24/2018,93695.14,0.0,butner, josh,
Marge Doyle,CA,U.S. House California District 8,Representative,Regular,6/5/18,Lost,None,,-17.33,59.610001000000004,,White,No,Yes,No,No,Yes,No,,,,,,,,,,,,,,H8CA08112,"DOYLE, MARGE",C,1.0,DEM,421369.75,0.0,395128.01,0.0,0.0,34597.45,2018.0,0.0,0.0,0.0,0.0,1420.96,399748.08,CA,8.0,,,,,,3859.8,0.0,12/31/2018,5300.0,0.0,doyle, marge,
Rita Ramirez-Dean,CA,U.S. House California District 8,Representative,Regular,6/5/18,Lost,None,,-17.33,27.67,,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,H8CA41139,"RAMIREZ-DEAN, RITA DR",C,1.0,DEM,369.01,0.0,4514.56,0.0,7138.81,3245.54,0.0,0.0,0.0,0.0,0.0,30102.04,369.01,CA,8.0,,,,,,0.0,0.0,06/30/2018,0.0,0.0,ramirez-dean, rita dr,
Joseph Neguse,CO,U.S. House Colorado District 2,Representative,Regular,6/26/18,Advanced,None,On the Ballot,18.040001,65.82,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,H8CO02160,"NEGUSE, JOSEPH",O,1.0,DEM,1278815.1,54798.78,1064033.62,0.0,0.0,214781.48,920.12,0.0,0.0,0.0,0.0,0.0,813690.2,CO,2.0,,,,,,378256.26,0.0,12/31/2018,3601.35,0.0,neguse, joseph,
Mark Williams,CO,U.S. House Colorado District 2,Representative,Regular,6/26/18,Lost,None,None,18.040001,34.18,No,Nonwhite,Yes,No,No,No,No,No,,,,,,,,,,,,,,H8CO02202,"WILLIAMS, MARK JOAQUIN MR.",O,1.0,DEM,93203.09,0.0,93203.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87431.81,CO,2.0,,,,,,0.0,0.0,09/30/2018,91.0,0.0,williams, mark joaquin mr.,
Diane Mitsch Bush,CO,U.S. House Colorado District 3,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-13.03,64.099998,Yes,White,No,No,Yes,No,No,No,,Yes,,,,,,,,,,,,H8CO03192,"BUSH, DIANE MITSCH MS.",C,1.0,DEM,1910245.26,979.65,1905825.69,55313.58,0.0,4419.57,22277.52,8800.0,0.0,0.0,0.0,8800.0,1792836.79,CO,3.0,,,,,,81205.0,1402.82,12/31/2018,16401.76,3800.0,bush, diane mitsch ms.,
Karl Hanlon,CO,U.S. House Colorado District 3,Representative,Regular,6/26/18,Lost,None,None,-13.03,27.68,No,White,No,No,No,No,No,No,,No,,,,,,,,,,,,H8CO03218,"HANLON, KARL J",C,1.0,DEM,305207.2,0.0,305207.2,0.0,0.0,0.0,7829.61,60174.07,0.0,292.26,0.0,0.0,237053.52,CO,3.0,,,,,,150.0,0.0,10/12/2018,22881.82,0.0,hanlon, karl j,
Karen McCormick,CO,U.S. House Colorado District 4,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-24.68,64.629997,Yes,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,H8CO04091,"MCCORMICK, KAREN A DVM",C,1.0,DEM,976113.46,0.0,952913.55,60000.0,0.0,23199.91,7742.65,13280.0,0.0,13280.0,0.0,0.0,875438.22,CO,4.0,,,,,,35627.59,0.0,12/31/2018,3918.79,0.0,mccormick, karen a dvm,
Stephany Rose Spaulding,CO,U.S. House Colorado District 5,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-25.73,100.0,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,Yes,,,,,,H8CO05130,"SPAULDING, STEPHANY ROSE",C,1.0,DEM,368323.3,0.0,327139.32,0.0,0.0,41183.98,12323.32,0.0,0.0,0.0,0.0,0.0,319567.98,CO,5.0,,,,,,36432.0,0.0,12/31/2018,621.0,0.0,spaulding, stephany rose,
Jason Crow,CO,U.S. House Colorado District 6,Representative,Regular,6/26/18,Advanced,None,On the Ballot,5.420000099999999,65.940002,Yes,White,Yes,No,No,No,No,No,Yes,,,,,,No,,,,,Yes,,H8CO06229,"CROW, JASON",C,1.0,DEM,5712546.74,964276.91,5667236.29,0.0,0.0,45310.45,0.0,6000.0,0.0,6000.0,0.0,49404.28,4192539.46,CO,6.0,,,,,,544541.17,0.0,12/31/2018,15427.5,0.0,crow, jason,
Levi Tillemann,CO,U.S. House Colorado District 6,Representative,Regular,6/26/18,Lost,None,None,5.420000099999999,34.060001,No,White,No,No,No,No,Yes,Yes,No,,,,,,Yes,,,,,No,,H8CO06245,"TILLEMANN, LEVI",C,1.0,DEM,351801.95,0.0,351801.95,0.0,0.0,0.0,325.0,19000.0,0.0,472.68,0.0,0.0,326018.67,CO,6.0,,,,,,4000.0,0.0,10/09/2018,39201.36,4000.0,tillemann, levi,
Barbara Seidman,GA,U.S. House Georgia District 1,Representative,Regular,5/22/18,Lost,None,None,-17.379998999999998,32.459998999999996,No,Nonwhite,No,No,No,No,No,No,,,,,,,,No,No,No,,,,H8GA01071,"SEIDMAN, BARBARA A",C,1.0,DEM,61668.0,0.0,56163.0,0.0,0.0,3086.0,7522.0,52350.0,0.0,0.0,0.0,0.0,2454.0,GA,1.0,,,,,,0.0,0.0,05/29/2018,0.0,0.0,seidman, barbara a,
Lisa Ring,GA,U.S. House Georgia District 1,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-17.379998999999998,67.540001,Yes,White,No,No,No,No,No,No,,,,,,,Yes,Yes,No,Yes,,,,H8GA01063,"RING, LISA M.",C,1.0,DEM,224120.32,0.0,205896.38,0.0,0.0,18145.08,2025.0,0.0,0.0,0.0,0.0,0.0,212455.55,GA,1.0,,,,,,9639.77,0.0,12/31/2018,0.0,0.0,ring, lisa m.,
Chalis Montgomery,GA,U.S. House Georgia District 10,Representative,Regular,5/22/18,Lost,None,None,-28.209999,26.459999,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,H8GA10148,"MONTGOMERY, CHALIS POMEROY",C,1.0,DEM,99811.3,0.0,98757.45,0.0,0.0,-1652.61,140.34,0.0,0.0,0.0,0.0,2837.36,99165.66,GA,10.0,,,,,,500.0,0.0,12/31/2018,25.0,0.0,montgomery, chalis pomeroy,
Richard Dien Winfield,GA,U.S. House Georgia District 10,Representative,Regular,5/22/18,Lost,None,None,-28.209999,23.33,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,H8GA10171,"WINFIELD, RICHARD DIEN",C,1.0,DEM,119100.64,0.0,128039.31,0.0,0.0,-8938.67,0.0,0.0,15000.0,0.0,0.0,15000.0,102844.92,GA,10.0,,,,,,1169.65,0.0,06/25/2018,2853.0,0.0,winfield, richard dien,
Tabitha Johnson-Green,GA,U.S. House Georgia District 10,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-28.209999,50.200001,Yes,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,H8GA10197,"JOHNSON-GREEN, TABITHA",C,1.0,DEM,24773.15,1777.31,23591.44,0.0,0.0,1181.71,5280.0,0.0,0.0,0.0,0.0,0.0,17115.45,GA,10.0,,,,,,600.39,0.0,12/31/2018,75.0,0.0,johnson-green, tabitha,
Flynn Broady Jr.,GA,U.S. House Georgia District 11,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-30.129998999999998,100.0,Yes,Nonwhite,Yes,No,No,No,No,No,,,,,,,,,,,,,,H8GA11062,"BROADY, FLYNN D. JR.",C,1.0,DEM,50187.0,0.0,47106.01,0.0,0.0,17.99,5995.0,20000.0,0.0,0.0,0.0,0.0,23575.09,GA,11.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,broady, flynn d. ,
Francys Johnson,GA,U.S. House Georgia District 12,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-17.629998999999998,52.860001000000004,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,H8GA12078,"JOHNSON, FRANCYS",C,1.0,DEM,282355.12,0.0,282355.12,0.0,0.0,0.0,20379.69,0.0,0.0,0.0,0.0,0.0,231602.23,GA,12.0,,,,,,22559.91,5923.15,12/31/2018,4235.0,0.0,johnson, francys,
Robert Ingham,GA,U.S. House Georgia District 12,Representative,Regular,5/22/18,Lost,None,None,-17.629998999999998,31.15,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,H8GA12094,"INGHAM, ROBERT FRANCIS MR JR",C,1.0,DEM,5879.0,0.0,0.0,0.0,0.0,0.0,499.0,5879.0,0.0,0.0,0.0,0.0,0.0,GA,12.0,,,,,,0.0,0.0,06/30/2018,0.0,0.0,ingham, robert francis mr jr,
Steven Foster,GA,U.S. House Georgia District 14,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-54.18,100.0,Yes,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,H8GA14025,"FOSTER, STEVEN",C,1.0,DEM,12736.0,0.0,8086.0,0.0,0.0,4650.0,0.0,6854.0,0.0,0.0,0.0,0.0,4795.0,GA,14.0,,,,,,587.0,560.0,12/31/2018,0.0,0.0,foster, steven,
Bobby Kaple,GA,U.S. House Georgia District 6,Representative,Regular,5/22/18,Lost,None,None,-9.4799995,26.25,No,White,No,No,No,No,No,No,,No,No,,,,,,,,,,,H8GA06369,"KAPLE, BOBBY",C,1.0,DEM,693572.44,0.0,691240.02,0.0,0.0,2981.93,0.0,221163.14,0.0,5571.22,0.0,215591.92,447154.83,GA,6.0,,,,,,14750.0,0.0,12/31/2018,60177.0,0.0,kaple, bobby,
Kevin Abel,GA,U.S. House Georgia District 6,Representative,Regular,5/22/18,Advanced,Lost,None,-9.4799995,30.540001,No,White,No,No,No,No,Yes,No,,No,No,,,,,,,,,,,H8GA06377,"ABEL, KEVIN",C,1.0,DEM,898580.07,0.0,898580.07,0.0,0.0,0.0,0.0,0.0,150000.0,32874.55,0.0,117125.45,733163.2,GA,6.0,,,,,,0.0,0.0,12/31/2018,6050.0,0.0,abel, kevin,
Lucia McBath,GA,U.S. House Georgia District 6,Representative,Regular,5/22/18,Advanced,Advanced,On the Ballot,-9.4799995,36.27,Yes,Nonwhite,No,No,No,No,Yes,No,,Yes,Yes,,,,,,,,,,,H8GA06393,"MCBATH, LUCIA KAY MS.",C,1.0,DEM,2704006.03,47880.34,2485321.68,0.0,0.0,218684.35,25.0,5848.03,0.0,5220.0,0.0,2878.03,2316740.59,GA,6.0,,,,,,326175.05,5000.0,12/31/2018,22277.81,703.21,mcbath, lucia kay ms.,
Steven Knight Griffin,GA,U.S. House Georgia District 6,Representative,Regular,5/22/18,Lost,None,None,-9.4799995,6.9499998,No,White,No,No,No,No,No,No,,No,No,,,,,,,,,,,H8GA06401,"GRIFFIN, STEVEN KNIGHT",C,1.0,DEM,12303.07,0.0,12001.89,0.0,0.0,301.18,0.0,6184.8,0.0,2500.0,0.0,3870.3,6118.27,GA,6.0,,,,,,0.0,0.0,12/31/2018,100.0,0.0,griffin, steven knight,
Carolyn Bourdeaux,GA,U.S. House Georgia District 7,Representative,Regular,5/22/18,Advanced,Advanced,On the Ballot,-12.73,27.280001000000002,Yes,White,No,No,No,No,No,No,,Yes,,,,,No,,,,,,,H8GA07201,"BOURDEAUX, CAROLYN",C,1.0,DEM,2943199.78,7959.01,2801216.29,0.0,0.0,141933.49,4486.47,0.0,0.0,0.0,0.0,0.0,2553486.79,GA,7.0,,,,,,204485.94,5000.0,12/31/2018,23878.84,150.0,bourdeaux, carolyn,
David Kim,GA,U.S. House Georgia District 7,Representative,Regular,5/22/18,Advanced,Lost,None,-12.73,25.98,No,Nonwhite,No,No,No,Yes,No,No,,No,,,,,No,,,,,,,H8GA07151,"KIM, DAVID",C,1.0,DEM,1547808.5,0.0,1530872.22,0.0,0.0,16986.28,478388.88,736100.0,0.0,0.0,0.0,475000.0,276607.5,GA,7.0,,,,,,500.0,0.0,12/31/2018,600.0,0.0,kim, david,
Ethan Pham,GA,U.S. House Georgia District 7,Representative,Regular,5/22/18,Lost,None,None,-12.73,17.84,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,,,,,,,H8GA07177,"PHAM, ETHAN",C,1.0,DEM,449570.44,0.0,449515.53,0.0,0.0,54.91,15255.0,150000.0,0.0,0.0,0.0,150000.0,276958.88,GA,7.0,,,,,,2250.0,0.0,06/30/2018,15375.0,0.0,pham, ethan,
Kathleen Allen,GA,U.S. House Georgia District 7,Representative,Regular,5/22/18,Lost,None,None,-12.73,11.02,No,White,No,No,No,No,No,No,,No,,,,,Yes,,,,,,,H8GA07144,"ALLEN, KATHLEEN",C,1.0,DEM,96833.08,0.0,71827.82,0.0,0.0,0.0,0.0,25000.0,25000.0,4012.0,0.0,0.0,45833.08,GA,7.0,,,,,,1000.0,0.0,09/30/2018,0.0,0.0,allen, kathleen,
Melissa Davis,GA,U.S. House Georgia District 7,Representative,Regular,5/22/18,Lost,None,None,-12.73,13.67,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,,,,,,,H8GA07185,"DAVIS, MELISSA",C,1.0,DEM,66192.42,0.0,66192.42,0.0,0.0,0.0,0.0,21100.0,0.0,0.0,0.0,21100.0,45092.42,GA,7.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,davis, melissa,
Steven Reilly,GA,U.S. House Georgia District 7,Representative,Regular,5/22/18,Lost,None,None,-12.73,4.1999998,No,White,Yes,No,No,No,No,No,,No,,,,,No,,,,,,,H8GA07169,"REILLY, STEVEN M.",C,1.0,DEM,47342.66,0.0,47342.66,0.0,0.0,0.0,9216.1,0.0,0.0,0.0,0.0,0.0,38126.56,GA,7.0,,,,,,0.0,0.0,09/30/2018,500.0,0.0,reilly, steven m.,
Dave Cooper,GA,U.S. House Georgia District 9,Representative,Regular,5/22/18,Lost,None,None,-60.810001,47.27,No,White,Yes,No,No,No,No,No,,,,,,,No,,,Yes,,,,H8GA09066,"COOPER, DAVE",C,1.0,DEM,39593.31,0.0,28841.84,0.0,0.0,10751.47,0.0,19042.31,0.0,0.0,0.0,19042.31,20493.0,GA,9.0,,,,,,0.0,58.0,05/02/2018,0.0,0.0,cooper, dave,
Joshua McCall,GA,U.S. House Georgia District 9,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-60.810001,52.73,Yes,White,No,No,No,No,No,No,,,,,,,Yes,,,No,,,,H8GA09058,"MCCALL, JOSHUA BRAXTON",C,1.0,DEM,101015.51,0.0,94468.6,0.0,0.0,5505.69,132.0,0.0,0.0,0.0,0.0,0.0,96183.51,GA,9.0,,,,,,0.0,4700.0,12/31/2018,400.0,0.0,mccall, joshua braxton,
Abby Finkenauer,IA,U.S. House Iowa District 1,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-1.73,66.800003,Yes,White,No,No,Yes,No,No,No,Yes,Yes,,Yes,,,,,,,,,,H8IA01094,"FINKENAUER, ABBY",C,1.0,DEM,4601774.98,245249.27,4572791.56,0.0,0.0,28983.42,0.0,0.0,0.0,0.0,0.0,48958.2,3631922.82,IA,1.0,,,,,,708114.11,15000.0,12/31/2018,8135.31,300.0,finkenauer, abby,
Courtney Rowe,IA,U.S. House Iowa District 1,Representative,Regular,6/5/18,Lost,None,None,-1.73,7.5900002,No,White,No,No,No,No,Yes,No,No,No,,No,,,,Yes,,,,,,H8IA01102,"ROWE, COURTNEY L MRS.",C,1.0,DEM,16287.32,0.0,16287.32,0.0,0.0,0.0,1776.46,0.0,0.0,0.0,0.0,0.0,14495.72,IA,1.0,,,,,,15.14,0.0,10/12/2018,50.0,0.0,rowe, courtney l mrs.,
George Ramsey,IA,U.S. House Iowa District 1,Representative,Regular,6/5/18,Lost,None,None,-1.73,6.369999900000001,No,Nonwhite,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,H8IA01110,"RAMSEY, GEORGE",C,1.0,DEM,71612.69,0.0,65040.17,0.0,0.0,6572.52,0.0,21400.0,0.0,0.0,0.0,0.0,50212.69,IA,1.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,ramsey, george,
Thomas Heckroth,IA,U.S. House Iowa District 1,Representative,Regular,6/5/18,Lost,None,None,-1.73,19.120001000000002,No,White,No,No,No,No,No,Yes,No,No,,No,,,,,,,,,,H8IA01128,"HECKROTH, THOMAS",C,1.0,DEM,340829.68,0.0,340829.68,0.0,0.0,0.0,1623.41,0.0,0.0,0.0,0.0,0.0,336498.27,IA,1.0,,,,,,0.0,0.0,09/30/2018,21899.0,0.0,heckroth, thomas,
Cindy Axne,IA,U.S. House Iowa District 3,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-4.110000100000001,57.799999,Yes,White,No,No,No,No,No,No,Yes,Yes,,,,No,No,,,,,,,H8IA03124,"AXNE, CINDY",C,1.0,DEM,5243411.69,488895.22,5223872.91,17500.0,0.0,19538.78,7082.3,27000.0,0.0,27000.0,0.0,41401.1,4234207.41,IA,3.0,,,,,,461976.96,22630.0,12/31/2018,12707.18,1285.6,axne, cindy,
Eddie Mauro,IA,U.S. House Iowa District 3,Representative,Regular,6/5/18,Lost,None,None,-4.110000100000001,26.35,No,White,No,No,No,Yes,No,No,No,No,,,,No,No,,,,,,,H8IA03181,"MAURO, EDDIE J.",C,1.0,DEM,823982.45,0.0,795460.82,0.0,0.0,28521.63,56030.0,515000.0,0.0,0.0,0.0,49066.61,247867.0,IA,3.0,,,,,,0.0,0.0,12/31/2018,21950.0,0.0,mauro, eddie j.,
Pete D'Alessandro,IA,U.S. House Iowa District 3,Representative,Regular,6/5/18,Lost,None,None,-4.110000100000001,15.58,No,White,No,No,No,No,No,No,No,No,,,,Yes,Yes,,,,,,,H8IA03173,"D'ALESSANDRO, PETE",C,1.0,DEM,372277.85,0.0,370050.51,0.0,0.0,2227.34,250.0,0.0,0.0,0.0,0.0,0.0,346881.08,IA,3.0,,,,,,9620.0,0.0,12/31/2018,291.0,0.0,d'alessandro, pete,
James D. Scholten,IA,U.S. House Iowa District 4,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-25.110001,51.259997999999996,Yes,White,No,No,No,No,No,No,,,,,,,Yes,,,,Yes,,,H8IA04106,"SCHOLTEN, JAMES D.",C,1.0,DEM,3309882.21,18061.52,3240682.22,0.0,0.0,69199.99,27868.85,0.0,0.0,0.0,0.0,0.0,3045812.62,IA,4.0,,,,,,188827.01,0.0,12/31/2018,34406.13,295.51,scholten, james d.,
John Paschen,IA,U.S. House Iowa District 4,Representative,Regular,6/5/18,Lost,None,None,-25.110001,16.719998999999998,No,White,No,No,No,No,Yes,No,,,,,,,No,,,,No,,,H8IA04122,"PASCHEN, JOHN JOSEPH",C,1.0,DEM,134554.02,0.0,134553.55,0.0,0.0,0.0,2725.04,40000.0,0.0,21752.0,0.0,0.0,90734.09,IA,4.0,,,,,,133.0,0.0,07/31/2018,1645.0,0.0,paschen, john joseph,
Leann Jacobsen,IA,U.S. House Iowa District 4,Representative,Regular,6/5/18,Lost,None,None,-25.110001,31.92,No,White,No,No,Yes,No,No,No,,,,,,,No,,,,No,,,H8IA04114,"JACOBSEN, LEANN",C,1.0,DEM,276410.33,0.0,276410.33,0.0,0.0,0.0,17291.43,65000.0,0.0,10565.81,0.0,54434.19,190421.4,IA,4.0,,,,,,1000.0,0.0,06/26/2018,7935.0,0.0,jacobsen, leann,
James Vandermaas,ID,U.S. House Idaho District 1,Representative,Regular,5/15/18,Lost,None,None,-39.43,15.8,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,H8ID01165,"VANDERMAAS, JAMES",O,1.0,DEM,19204.87,0.0,19204.87,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0,0.0,0.0,17247.5,ID,1.0,,,,,,0.0,0.0,07/16/2018,25.0,0.0,vandermaas, james,
Carlton Aaron Swisher,ID,U.S. House Idaho District 2,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-28.809998999999998,67.599998,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,,H8ID02148,"SWISHER, CARLTON AARON",C,1.0,DEM,133276.77,0.0,125832.31,0.0,0.0,7444.46,100.0,4000.0,0.0,4000.0,0.0,0.0,115407.92,ID,2.0,,,,,,12545.0,1103.0,12/31/2018,570.0,0.0,swisher, carlton aaron,
Brendan Kelly,IL,U.S. House Illinois District 12,Representative,Regular,3/20/18,Advanced,None,On the Ballot,-13.26,81.0,Yes,White,Yes,No,No,No,No,No,Yes,,,Yes,,,,,,,,Yes,,H8IL12129,"KELLY, BRENDAN",C,1.0,DEM,3931101.31,323815.7,3927041.56,0.0,0.0,4059.75,3515.97,0.0,0.0,0.0,0.0,0.0,2997757.67,IL,12.0,,,,,,594324.48,10000.0,12/31/2018,38074.67,2100.0,kelly, brendan,
David Bequette,IL,U.S. House Illinois District 12,Representative,Regular,3/20/18,Lost,None,None,-13.26,19.0,No,White,Yes,No,No,No,No,No,No,,,No,,,,,,,,No,,H8IL12103,"BEQUETTE, DAVID ALLAN",C,1.0,DEM,14684.25,0.0,14684.25,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,14681.0,IL,12.0,,,,,,0.0,0.0,06/30/2018,250.0,0.0,bequette, david allan,
