Candidate,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,General Status,Partisan Lean,Primary %,Won Primary,Race,Veteran?,LGBTQ?,Elected Official?,Self-Funder?,STEM?,Obama Alum?,Party Support?,Emily Endorsed?,Guns Sense Candidate?,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?,CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS,LAST_NAME,FIRST_NAME,SP_TITLE
Justin Snider,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,-16.030001000000002,6.849999900000001,No,White,No,No,No,No,No,No,,,,,,,Yes,,,,,,,H8TX06175,"SNIDER, JUSTIN WAYNE",O,1.0,DEM,12852.17,0.0,13666.29,0.0,814.12,0.0,600.0,0.0,0.0,0.0,0.0,0.0,11357.87,TX,6.0,,,,,,500.0,0.0,09/17/2018,127.0,0.0,snider, justin wayne,
Levii Shocklee,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,-16.030001000000002,5.7800002,No,White,Yes,No,No,No,No,No,,,,,,,No,,,,,,,H8TX06217,"SHOCKLEE, LEVII",O,1.0,DEM,8736.0,0.0,9666.0,0.0,0.0,-932.0,75.0,3707.0,0.0,431.0,0.0,3276.0,954.0,TX,6.0,,,,,,0.0,4000.0,04/13/2018,431.38,0.0,shocklee, levii,
Ruby Faye Woolridge,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Advanced,Lost,None,-16.030001000000002,36.950001,No,Nonwhite,No,No,No,No,No,No,,,,,,,No,,,,,,,H6TX06203,"WOOLRIDGE, RUBY FAYE MS.",O,1.0,DEM,98005.58,0.0,101790.46,0.0,2769.4,0.0,417.91,15000.0,0.0,15000.0,0.0,0.0,82262.67,TX,6.0,,,,,,325.0,0.0,12/31/2018,0.0,0.0,woolridge, ruby faye ms.,
Alexander Triantaphyllis,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.809999900000001,15.73,No,White,No,No,No,No,No,No,,No,,,,,No,No,,,No,,,H8TX07124,"TRIANTAPHYLLIS, ALEXANDER",C,1.0,DEM,1148100.53,0.0,1148005.4,0.0,0.0,95.13,2002.0,0.0,0.0,0.0,0.0,0.0,1131564.02,TX,7.0,,,,,,3500.0,4000.0,06/30/2018,114333.31,0.0,triantaphyllis, alexander,
Ivan Sanchez,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.809999900000001,5.6900001,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,No,,,No,,,H8TX07165,"SANCHEZ, IVAN",C,1.0,DEM,64535.97,0.0,64535.97,0.0,0.0,0.0,1381.97,3385.0,0.0,0.0,0.0,0.0,59669.0,TX,7.0,,,,,,100.0,0.0,05/30/2018,600.0,0.0,sanchez, ivan,
James Cargas,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.809999900000001,1.96,No,White,No,No,No,No,No,No,,No,,,,,No,No,,,No,,,H2TX07036,"CARGAS, JAMES P",C,1.0,DEM,98636.51,0.0,105053.52,0.0,6417.01,0.0,34900.0,0.0,0.0,793.66,0.0,3750.0,63460.51,TX,7.0,,,,,,0.0,0.0,10/10/2018,143.0,0.0,cargas, james p,
Jason Westin,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.809999900000001,19.16,No,White,No,No,No,No,Yes,No,,No,,,,,No,No,,,No,,,H8TX07132,"WESTIN, JASON",C,1.0,DEM,620911.73,0.0,620911.73,0.0,0.0,0.0,5588.84,75365.0,0.0,5771.49,0.0,0.0,523786.46,TX,7.0,,,,,,12000.0,4000.0,10/21/2018,44041.0,0.0,westin, jason,
Joshua Butler,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.809999900000001,3.77,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,No,,,No,,,H8TX07090,"BUTLER, JOSHUA A",C,1.0,DEM,56282.82,0.0,56282.82,0.0,0.0,0.0,275.0,0.0,0.0,0.0,0.0,0.0,26312.08,TX,7.0,,,,,,0.0,4000.0,12/31/2018,0.0,0.0,butler, joshua a,
Laura Moser,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Advanced,Lost,None,-6.809999900000001,24.34,No,White,No,No,No,No,No,No,No,No,,,,,Yes,Yes,,,Yes,,,H8TX07116,"MOSER, LAURA",C,1.0,DEM,1319841.25,0.0,1319764.49,0.0,0.0,76.76,2455.12,0.0,0.0,0.0,0.0,0.0,1278204.05,TX,7.0,,,,,,13269.03,4000.0,12/31/2018,25930.99,0.0,moser, laura,
Elizabeth Fletcher,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-6.809999900000001,29.360001,Yes,White,No,No,No,No,No,No,,Yes,,,,,No,No,,,No,,,H8TX07140,"FLETCHER, ELIZABETH",C,1.0,DEM,6226876.79,519847.94,6184824.71,0.0,0.0,42067.08,18494.85,0.0,0.0,0.0,0.0,0.0,5302899.87,TX,7.0,,,,,,366178.38,14000.0,12/31/2018,42529.08,0.0,fletcher, elizabeth,
Steven David,TX,U.S. House Texas District 8,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-52.959998999999996,100.0,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,,H8TX08080,"DAVID, STEVEN",C,1.0,DEM,34332.81,0.0,30263.0,0.0,0.0,3565.07,0.0,0.0,0.0,0.0,0.0,0.0,32332.81,TX,8.0,,,,,,2000.0,0.0,12/31/2018,0.0,0.0,david, steven,
Edward Kimbrough,TX,U.S. Senate Texas,Senator,Regular,3/6/18,Lost,None,None,-13.23,14.47,No,Nonwhite,No,No,No,No,Yes,No,,,,,,,,,,No,,,,S8TX00376,"KIMBROUGH, EDWARD WAYNE",C,1.0,DEM,4619.0,0.0,2559.0,0.0,100.0,1948.0,0.0,0.0,0.0,0.0,0.0,2330.0,4619.0,TX,0.0,,,,,,0.0,0.0,06/30/2018,0.0,0.0,kimbrough, edward wayne,
Lee Castillo,UT,U.S. House Utah District 1,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-37.259997999999996,56.849998,Yes,Nonwhite,No,Yes,No,No,No,No,,,,,,,,,,,,,,H8UT01158,"CASTILLO, LEE MR",C,1.0,DEM,27151.0,0.0,25997.0,0.0,0.0,0.0,0.0,1261.78,0.0,991.56,0.0,270.22,24537.87,UT,1.0,,,,,,0.0,0.0,11/26/2018,0.0,0.0,castillo, lee mr,
Shireen Ghorbani,UT,U.S. House Utah District 2,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-22.73,100.0,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,H8UT02255,"GHORBANI, SHIREEN SARAH",C,1.0,DEM,460608.81,0.0,442738.79,0.0,0.0,17870.02,1637.83,0.0,0.0,0.0,0.0,0.0,450540.56,UT,2.0,,,,,,211.94,8218.48,12/31/2018,300.0,0.0,ghorbani, shireen sarah,
James Singer,UT,U.S. House Utah District 3,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-35.16,100.0,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,H8UT03402,"SINGER, JAMES COURAGE",C,1.0,DEM,28342.72,0.0,33609.35,0.0,4946.88,-510.0,0.0,0.0,0.0,0.0,0.0,0.0,28342.72,UT,3.0,,,,,,0.0,0.0,12/31/2018,75.0,0.0,singer, james courage,
James Singer,UT,U.S. House Utah District 3,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-35.16,100.0,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,S8UT00135,"SINGER, JAMES COURAGE",O,1.0,DEM,8773.0,0.0,4507.0,0.0,0.0,4266.0,0.0,0.0,0.0,0.0,0.0,0.0,8773.0,UT,0.0,,,,,,0.0,0.0,06/30/2017,0.0,0.0,singer, james courage,
Ben McAdams,UT,U.S. House Utah District 4,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-16.809998999999998,100.0,Yes,White,No,No,Yes,No,No,No,Yes,,,,,,,,,,,,,H8UT04053,"MCADAMS, BEN",C,1.0,DEM,3384889.76,0.0,3306517.59,0.0,0.0,78372.17,0.0,0.0,0.0,0.0,0.0,109629.76,2930904.77,UT,4.0,,,,,,445761.91,8223.08,12/31/2018,6500.0,2500.0,mcadams, ben,
Jenny Wilson,UT,U.S. Senate Utah,Senator,Regular,6/26/18,Advanced,None,On the Ballot,-28.1,100.0,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,,,,,S8UT00143,"WILSON, JENNY",O,1.0,DEM,960796.1,0.0,960455.74,0.0,0.0,340.12,0.0,0.0,0.0,0.0,0.0,0.0,859059.6,UT,0.0,,,,,,92277.5,8000.0,12/31/2018,2660.13,0.0,wilson, jenny,
Edwin Santana,VA,U.S. House Virginia District 1,Representative,Regular,6/12/18,Lost,None,None,-14.81,32.900002,No,Nonwhite,Yes,No,No,No,No,No,,,No,,,,Yes,,,,,,,H8VA01253,"SANTANA, EDWIN JR",C,1.0,DEM,59367.35,0.0,58756.28,0.0,0.0,611.07,0.0,0.0,0.0,0.0,0.0,0.0,56697.72,VA,1.0,,,,,,2500.0,0.0,12/31/2018,0.0,0.0,santana, edwin jr,
John Suddarth,VA,U.S. House Virginia District 1,Representative,Regular,6/12/18,Lost,None,None,-14.81,27.129998999999998,No,White,Yes,No,No,No,Yes,No,,,Yes,,,,No,,,,,,,H8VA01295,"SUDDARTH, JOHN",C,1.0,DEM,92041.4,0.0,92041.4,0.0,0.0,0.0,35578.38,0.0,0.0,0.0,0.0,0.0,54963.02,VA,1.0,,,,,,1500.0,0.0,07/06/2018,0.0,0.0,suddarth, john,
Vangie Williams,VA,U.S. House Virginia District 1,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-14.81,39.970001,Yes,Nonwhite,No,No,No,No,No,No,,,Yes,,,,No,,,,,,,H8VA01303,"WILLIAMS, VANGIE",C,1.0,DEM,506912.95,0.0,366217.03,0.0,0.0,140695.92,0.0,0.0,3669.36,0.0,0.0,4185.49,488491.64,VA,1.0,,,,,,8329.67,5125.0,12/31/2018,100.0,0.0,williams, vangie,
Alison Kiehl Friedman,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,22.959999,No,White,No,No,No,Yes,No,Yes,,,Yes,,,,No,,,,,No,,H8VA10122,"FRIEDMAN, ALISON",C,1.0,DEM,2500134.18,0.0,2499097.08,0.0,0.0,1037.1,1080365.35,0.0,0.0,0.0,0.0,0.0,1401253.64,VA,10.0,,,,,,16600.0,0.0,12/31/2018,299015.86,1000.0,friedman, alison,
Daniel Helmer,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,12.55,No,White,Yes,No,No,No,No,No,,,Yes,,,,No,,,,,Yes,,H8VA10080,"HELMER, DANIEL",C,1.0,DEM,1139199.01,3376.75,1139199.01,5000.0,0.0,0.0,2700.0,0.0,0.0,0.0,0.0,0.0,1117219.03,VA,10.0,,,,,,10300.0,0.0,10/25/2018,79555.0,3196.6,helmer, daniel,
Jennifer Wexton,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Advanced,None,On the Ballot,4.6900001,41.889998999999996,Yes,White,No,No,Yes,No,No,No,,,Yes,,,,No,,,,,No,,H8VA10106,"WEXTON, JENNIFER",C,1.0,DEM,6172951.83,28808.74,6115334.19,0.0,0.0,57617.64,0.0,0.0,0.0,0.0,0.0,0.0,5621825.27,VA,10.0,,,,,,507281.8,15000.0,12/31/2018,53840.87,3141.12,wexton, jennifer,
Julia Biggins,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,2.8299999,No,White,No,No,No,No,Yes,No,,,Yes,,,,Yes,,,,,No,,H8VA10163,"BIGGINS, JULIA ELIZABETH DR.",C,1.0,DEM,112430.52,0.0,112430.52,0.0,0.0,0.0,0.0,0.0,40000.67,0.0,18257.58,0.0,72229.85,VA,10.0,,,,,,200.0,0.0,06/30/2018,25.0,0.0,biggins, julia elizabeth dr.,
Lindsey Davis Stover,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,16.02,No,White,No,No,No,No,No,Yes,,,Yes,,,,No,,,,,No,,H8VA10098,"STOVER, LINDSEY DAVIS",C,1.0,DEM,1045706.61,0.0,1045703.61,0.0,0.0,2.92,4805.38,0.0,0.0,0.0,0.0,0.0,1008881.3,VA,10.0,,,,,,32000.0,0.0,12/31/2018,175761.18,0.0,stover, lindsey davis,
Paul Pelletier,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,3.76,No,White,No,No,No,No,No,No,,,Yes,,,,No,,,,,No,,H8VA10171,"PELLETIER, PAUL",C,1.0,DEM,651741.75,0.0,651741.75,0.0,0.0,0.0,0.0,0.0,175000.0,0.0,7504.71,0.0,475241.75,VA,10.0,,,,,,1500.0,0.0,12/31/2018,41100.0,0.0,pelletier, paul,
Elaine Luria,VA,U.S. House Virginia District 2,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-5.6599998,62.330002,Yes,White,Yes,No,No,No,Yes,No,Yes,Yes,Yes,,,,,,,,No,Yes,,H8VA02111,"LURIA, ELAINE",C,1.0,DEM,4278196.33,854917.14,4270824.21,0.0,0.0,7372.12,5360.1,0.0,0.0,0.0,0.0,21076.8,2950198.92,VA,2.0,,,,,,455889.39,10000.0,12/31/2018,28196.7,7000.0,luria, elaine,
Karen Mallard,VA,U.S. House Virginia District 2,Representative,Regular,6/12/18,Lost,None,None,-5.6599998,37.669998,No,White,No,No,No,No,No,No,No,No,Yes,,,,,,,,Yes,No,,H8VA02103,"MALLARD, KAREN POWERS MRS.",C,1.0,DEM,75293.38,0.0,75293.38,0.0,0.0,0.0,2619.86,0.0,0.0,0.0,0.0,0.0,66260.54,VA,2.0,,,,,,6412.98,0.0,10/31/2018,2975.72,0.0,mallard, karen powers mrs.,
Leslie Cockburn,VA,U.S. House Virginia District 5,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-12.51,100.0,Yes,White,No,No,No,No,No,No,,Yes,,,,,,,,,,,,H8VA05155,"COCKBURN, LESLIE",O,1.0,DEM,3538321.62,0.0,3530910.19,0.0,0.0,7411.43,178158.15,50000.0,0.0,0.0,0.0,50000.0,3123058.15,VA,5.0,,,,,,178240.9,3856.26,12/31/2018,27538.57,250.0,cockburn, leslie,
Charlotte Moore,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Lost,None,None,-25.959999,18.450001,No,White,No,No,Yes,No,No,No,,,No,,,,No,,,,,,,H8VA06161,"MOORE, CHARLOTTE ANN",O,1.0,DEM,1010.0,0.0,1336.92,0.0,250.0,-76.92,0.0,0.0,0.0,0.0,0.0,1062.21,1010.0,VA,6.0,,,,,,0.0,0.0,09/03/2018,0.0,0.0,moore, charlotte ann,
Jennifer Lewis,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-25.959999,47.669998,Yes,White,No,No,No,No,No,No,,,Yes,,,,Yes,,,,,,,H8VA06138,"LEWIS, JENNIFER LYNN",O,1.0,DEM,436895.65,0.0,426748.86,0.0,0.0,6819.87,0.0,5000.0,0.0,0.0,0.0,0.0,427479.65,VA,6.0,,,,,,1416.0,3000.0,12/31/2018,100.0,0.0,lewis, jennifer lynn,
Peter Volosin,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Lost,None,None,-25.959999,27.190001000000002,No,White,No,Yes,No,No,Yes,No,,,No,,,,No,,,,,,,H8VA06070,"VOLOSIN, PETER",O,1.0,DEM,78262.91,0.0,78816.99,0.0,0.0,-304.14,0.0,0.0,300.0,0.0,300.0,0.0,77962.91,VA,6.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,volosin, peter,
Sergio Coppola,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Lost,None,None,-25.959999,6.679999799999999,No,White,No,No,No,No,Yes,No,,,No,,,,No,,,,,,,H8VA06088,"COPPOLA, SERGIO MR. II",O,1.0,DEM,5425.97,0.0,5425.97,0.0,0.0,0.0,580.52,2000.0,0.0,84.55,0.0,0.0,2845.45,VA,6.0,,,,,,0.0,0.0,06/18/2018,0.0,0.0,coppola, sergio mr. ii,
Abigail Spanberger,VA,U.S. House Virginia District 7,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-10.03,72.68,Yes,White,No,No,No,No,No,No,,Yes,Yes,,,,,,,,,No,,H8VA07094,"SPANBERGER, ABIGAIL",C,1.0,DEM,7336619.41,639111.07,7289953.38,0.0,0.0,46666.03,0.0,0.0,0.0,0.0,0.0,0.0,6233443.33,VA,7.0,,,,,,450180.69,4693.29,12/31/2018,83502.96,95.24,spanberger, abigail,
Daniel Ward,VA,U.S. House Virginia District 7,Representative,Regular,6/12/18,Lost,None,None,-10.03,27.32,No,White,Yes,No,No,No,No,No,,No,Yes,,,,,,,,,Yes,,H8VA07086,"WARD, DANIEL",C,1.0,DEM,958500.33,0.0,958500.33,0.0,0.0,0.0,18009.23,0.0,0.0,0.0,0.0,0.0,863555.18,VA,7.0,,,,,,67700.0,0.0,12/31/2018,18922.32,5000.0,ward, daniel,
Anthony Flaccavento,VA,U.S. House Virginia District 9,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-40.709998999999996,78.639999,Yes,White,No,No,No,No,No,No,,,,,,,Yes,,,,,,,H8VA09066,"FLACCAVENTO, ANTHONY JUDE MR",C,1.0,DEM,1061573.92,0.0,1061769.88,0.0,0.0,-195.96,13545.0,100.0,0.0,0.0,0.0,100.0,1024074.74,VA,9.0,,,,,,18854.18,5000.0,12/31/2018,1581.72,500.0,flaccavento, anthony jude mr,
Justin Santopietro,VA,U.S. House Virginia District 9,Representative,Regular,6/12/18,Lost,None,None,-40.709998999999996,21.360001,No,White,No,No,No,No,No,No,,,,,,,No,,,,,,,H8VA09058,"SANTOPIETRO, JUSTIN",C,1.0,DEM,26460.01,0.0,25351.14,0.0,0.0,-5799.42,1500.0,0.0,0.0,0.0,0.0,0.0,24960.01,VA,9.0,,,,,,0.0,0.0,06/30/2018,0.0,0.0,santopietro, justin,
Carolyn Long,WA,U.S. House Washington District 3,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-8.510000199999999,,Yes,White,No,No,No,No,No,No,,Yes,Yes,,,,No,No,,Yes,,,,H8WA03198,"LONG, CAROLYN N.",C,1.0,DEM,3883284.0,336126.02,3853132.37,0.0,0.0,30151.63,2896.9,5500.0,0.0,5500.0,0.0,10000.0,3226617.97,WA,3.0,,,,,,308098.56,2081.7,12/31/2018,18738.41,0.0,long, carolyn n.,
David McDevitt,WA,U.S. House Washington District 3,Representative,Regular,8/7/18,Lost,None,None,-8.510000199999999,,No,White,Yes,No,No,Yes,No,No,,No,No,,,,No,No,,No,,,,H6WA03184,"MCDEVITT, DAVID MALCOLM MR",C,1.0,DEM,744392.13,0.0,746851.91,0.0,1340.05,86.55,0.0,700000.0,0.0,663500.0,0.0,17250.0,32544.73,WA,3.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,mcdevitt, david malcolm mr,
Dorothy Gasque,WA,U.S. House Washington District 3,Representative,Regular,8/7/18,Lost,None,None,-8.510000199999999,,No,White,Yes,No,No,No,Yes,No,,No,No,,,,Yes,Yes,,No,,,,H8WA03172,"GASQUE, DOROTHY",C,1.0,DEM,88996.73,0.0,45068.63,0.0,0.0,22533.15,0.0,0.0,0.0,0.0,0.0,0.0,85312.09,WA,3.0,,,,,,311.5,0.0,07/18/2018,0.0,0.0,gasque, dorothy,
Christine Brown,WA,U.S. House Washington District 4,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-25.08,,Yes,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,H8WA04089,"BROWN, CHRISTINE CAROL",C,1.0,DEM,475862.12,0.0,467396.37,0.0,0.0,8465.75,20.0,0.0,0.0,0.0,0.0,0.0,471221.45,WA,4.0,,,,,,1806.92,0.0,12/31/2018,100.0,0.0,brown, christine carol,
Lisa Brown,WA,U.S. House Washington District 5,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-14.81,,Yes,White,No,No,Yes,No,No,No,Yes,Yes,Yes,,,,,,,Yes,,,,H8WA05193,"BROWN, LISA",C,1.0,DEM,5763983.16,294905.4,5709605.32,0.0,0.0,54377.84,76.15,0.0,0.0,0.0,0.0,0.0,4982374.16,WA,5.0,,,,,,477670.89,7313.37,12/31/2018,42833.09,2300.0,brown, lisa,
Jason Rittereiser,WA,U.S. House Washington District 8,Representative,Regular,8/7/18,Lost,None,None,0.12,,No,White,No,No,No,No,No,No,,No,Yes,,,,Yes,,,Yes,,,,H8WA08163,"RITTEREISER, JASON",O,1.0,DEM,1044900.4,0.0,1044386.84,0.0,0.0,513.56,0.0,0.0,0.0,0.0,0.0,0.0,1007098.65,WA,8.0,,,,,,33600.0,500.0,12/31/2018,52460.67,0.0,rittereiser, jason,
Kim Schrier,WA,U.S. House Washington District 8,Representative,Regular,8/7/18,Advanced,None,On the Ballot,0.12,,Yes,White,No,No,No,No,Yes,No,,Yes,Yes,,,,No,,,No,,,,H8WA08189,"SCHRIER, KIM DR.",O,1.0,DEM,8144753.17,602443.23,8075093.38,0.0,0.0,69659.79,5400.0,0.0,0.0,0.0,0.0,0.0,7018782.78,WA,8.0,,,,,,510021.76,1000.0,12/31/2018,14715.12,1971.82,schrier, kim dr.,
Shannon Hader,WA,U.S. House Washington District 8,Representative,Regular,8/7/18,Lost,None,None,0.12,,No,White,No,No,No,Yes,Yes,No,,No,Yes,,,,No,,,No,,,,H8WA08239,"HADER, SHANNON",O,1.0,DEM,886443.94,0.0,868909.49,0.0,0.0,17534.45,5500.0,420000.0,0.0,120000.0,0.0,50000.0,433940.37,WA,8.0,,,,,,18300.0,0.0,12/31/2018,13806.63,0.0,hader, shannon,
Thomas Cramer,WA,U.S. House Washington District 8,Representative,Regular,8/7/18,Lost,None,None,0.12,,No,White,No,No,No,No,No,No,,No,No,,,,No,,,No,,,,H8WA08122,"CRAMER, THOMAS ALLEN",O,1.0,DEM,44823.4,0.0,37911.64,0.0,0.0,6915.76,0.0,8336.7,0.0,7789.0,0.0,447.7,36245.5,WA,8.0,,,,,,241.2,0.0,12/31/2018,0.0,0.0,cramer, thomas allen,
Kendra Fershee,WV,U.S. House West Virginia District 1,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-40.41,47.240002000000004,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,,H8WV01075,"FERSHEE, KENDRA JEAN HUARD",C,1.0,DEM,274572.78,0.0,276609.14,0.0,0.0,6836.37,74.94,7342.35,0.0,0.0,0.0,6546.35,246661.68,WV,1.0,,,,,,19600.0,0.0,11/26/2018,178.15,0.0,fershee, kendra jean huard,
Ralph Baxter,WV,U.S. House West Virginia District 1,Representative,Regular,5/8/18,Lost,None,None,-40.41,38.119999,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,H8WV01067,"BAXTER, RALPH",C,1.0,DEM,652981.25,0.0,636052.25,0.0,0.0,16929.0,41300.0,200000.0,0.0,200000.0,0.0,0.0,379956.79,WV,1.0,,,,,,10600.0,0.0,12/31/2018,26600.0,400.0,baxter, ralph,
Aaron Scheinberg,WV,U.S. House West Virginia District 2,Representative,Regular,5/8/18,Lost,None,None,-35.330002,37.43,No,White,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,,H8WV02107,"SCHEINBERG, AARON",C,1.0,DEM,588749.56,125657.35,526982.21,0.0,0.0,61767.35,13180.0,12000.0,0.0,10000.0,0.0,2000.0,425730.25,WV,2.0,,,,,,11794.18,0.0,12/31/2018,1500.0,0.0,scheinberg, aaron,
Talley Sergent,WV,U.S. House West Virginia District 2,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-35.330002,62.57,Yes,White,No,No,No,No,No,Yes,,,,,,,,,,,,No,,H8WV02115,"SERGENT, TALLEY",C,1.0,DEM,705197.45,14067.96,683790.4,0.0,0.0,21407.45,12612.71,0.0,0.0,0.0,0.0,0.0,587066.78,WV,2.0,,,,,,90850.0,0.0,12/31/2018,9595.0,0.0,sergent, talley,
Paul Davis,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Lost,None,None,-47.48,15.96,No,White,No,No,No,No,No,No,,,,,,,,,,,No,No,,H8KS02173,"DAVIS, PAUL T.",O,1.0,DEM,3985402.56,418693.57,3954361.15,0.0,0.0,31166.41,8355.6,0.0,0.0,0.0,0.0,17775.8,2983326.41,KS,2.0,,,,,,550232.5,5150.0,12/31/2018,8147.53,0.0,davis, paul t.,
Paul Davis,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Lost,None,None,-47.48,15.96,No,White,No,No,No,No,No,No,,,,,,,,,,,No,No,,H8WV03063,"DAVIS, PAUL E",O,1.0,DEM,9240.73,0.0,8344.54,0.0,0.0,-473.0,2629.8,0.0,0.0,0.0,0.0,0.0,6610.93,WV,3.0,,,,,,0.0,0.0,07/17/2018,0.0,0.0,davis, paul e,
